#	Program:featureCounts	v2.1.1	Command:"featureCounts"	"-a"	"ref.gtf"	"-o"	"count.txt"	"-t"	"gene"	"-g"	"gene_id"	"-s"	"1"	"SRR10379721_1_trimmed_mapped.bam"	"SRR10379722_1_trimmed_mapped.bam"	"SRR10379723_1_trimmed_mapped.bam"	"SRR10379724_1_trimmed_mapped.bam"	"SRR10379725_1_trimmed_mapped.bam"	"SRR10379726_1_trimmed_mapped.bam"
Geneid	Chr	Start	End	Strand	Length	SRR10379721_1_trimmed_mapped.bam	SRR10379722_1_trimmed_mapped.bam	SRR10379723_1_trimmed_mapped.bam	SRR10379724_1_trimmed_mapped.bam	SRR10379725_1_trimmed_mapped.bam	SRR10379726_1_trimmed_mapped.bam
SAOUHSC_02372	NC_007795.1	2194864	2195535	-	672	6394	5376	5556	4655	4973	547
SAOUHSC_02373	NC_007795.1	2195934	2197127	-	1194	2861	2811	2253	2871	3916	486
SAOUHSC_02374	NC_007795.1	2197127	2198311	-	1185	1772	2187	1492	2726	3802	781
SAOUHSC_02375	NC_007795.1	2198622	2199092	+	471	1407	1182	847	3393	4700	922
SAOUHSC_02376	NC_007795.1	2199244	2199594	-	351	29209	20851	20636	3696	3463	392
SAOUHSC_02377	NC_007795.1	2199608	2200909	-	1302	74904	62700	60489	10166	15285	2923
SAOUHSC_02378	NC_007795.1	2200893	2201021	+	129	16	12	15	1	0	0
SAOUHSC_02379	NC_007795.1	2201188	2201850	-	663	18796	16045	12960	4857	6177	2586
SAOUHSC_02380	NC_007795.1	2202165	2202875	+	711	1272	1136	613	6580	6397	931
SAOUHSC_02381	NC_007795.1	2202996	2203439	-	444	503032	360141	359895	12976	10780	1537
SAOUHSC_02382	NC_007795.1	2203639	2204052	-	414	601	572	358	1809	3349	255
SAOUHSC_02383	NC_007795.1	2204510	2205883	-	1374	5147	4071	3748	6655	8866	539
SAOUHSC_02384	NC_007795.1	2206555	2206785	-	231	771	656	554	987	1351	159
SAOUHSC_02385	NC_007795.1	2206816	2207673	-	858	1650	1455	1200	3938	6407	740
SAOUHSC_02386	NC_007795.1	2207609	2207833	-	225	238	223	214	649	1075	33
SAOUHSC_02387	NC_007795.1	2208190	2208855	-	666	895	1011	700	5183	8204	2680
SAOUHSC_02388	NC_007795.1	2209007	2209327	+	321	2220	2673	2026	302	397	23
SAOUHSC_02389	NC_007795.1	2209329	2210309	+	981	9061	9652	8203	1544	1773	153
SAOUHSC_02390	NC_007795.1	2210575	2211666	+	1092	6102	4975	4500	14410	20633	1015
SAOUHSC_02391	NC_007795.1	2212109	2212213	-	105	4632	3697	1976	12619	6265	4030
SAOUHSC_02393	NC_007795.1	2212900	2214036	-	1137	294	198	221	1120	1731	130
SAOUHSC_02394	NC_007795.1	2214325	2214417	+	93	2	1	6	1	0	0
SAOUHSC_02396	NC_007795.1	2215122	2215979	-	858	2645	2090	1604	3747	4934	786
SAOUHSC_02397	NC_007795.1	2216047	2216829	-	783	1014	902	788	1646	2765	602
SAOUHSC_02399	NC_007795.1	2217061	2218866	-	1806	17604	12251	11494	9363	9944	1279
SAOUHSC_02400	NC_007795.1	2219547	2221085	+	1539	2056	2528	1619	5154	2221	520
SAOUHSC_02401	NC_007795.1	2221120	2223252	+	2133	2206	3188	1711	6564	8158	1474
SAOUHSC_02402	NC_007795.1	2223264	2223698	+	435	725	967	533	2799	3157	1843
SAOUHSC_02403	NC_007795.1	2223698	2224804	+	1107	1810	2331	1215	6523	6982	1194
SAOUHSC_02404	NC_007795.1	2225123	2232559	-	7437	5696	3841	3953	1569	1638	265
SAOUHSC_02405	NC_007795.1	2232836	2234191	-	1356	12153	8758	9802	7922	8985	1633
SAOUHSC_02406	NC_007795.1	2234218	2235150	-	933	4533	3464	3782	3005	2719	224
SAOUHSC_02407	NC_007795.1	2235152	2235961	-	810	3842	3093	3029	3223	3370	245
SAOUHSC_02409	NC_007795.1	2236150	2237058	-	909	2016	2154	1009	6500	11451	1546
SAOUHSC_02410	NC_007795.1	2237284	2238603	+	1320	593	396	367	722	633	33
SAOUHSC_02411	NC_007795.1	2238622	2238726	+	105	35	34	18	19	40	9
SAOUHSC_T00037	NC_007795.1	2238714	2238789	-	76	10	11	4	1	1	2
SAOUHSC_02412	NC_007795.1	2238752	2238868	-	117	0	0	0	0	0	0
SAOUHSC_T00017	NC_007795.1	2238793	2238867	-	75	0	0	0	0	0	0
SAOUHSC_T00058	NC_007795.1	2238877	2238960	-	84	363	282	250	121	53	82
SAOUHSC_T00061	NC_007795.1	2238990	2239065	-	76	391	426	392	81	66	29
SAOUHSC_T00020	NC_007795.1	2239073	2239144	-	72	54	51	27	32	9	49
SAOUHSC_T00010	NC_007795.1	2239146	2239220	-	75	118	88	92	76	24	53
SAOUHSC_R00015	NC_007795.1	2239231	2239345	-	115	2	1	0	1	1	5
SAOUHSC_R00010	NC_007795.1	2239418	2242340	-	2923	1803	1918	784	1387	1131	2534
SAOUHSC_T00029	NC_007795.1	2242631	2242707	-	77	3288	788	1536	532	557	433
SAOUHSC_R0005	NC_007795.1	2242800	2244356	-	1557	334	172	56	377	218	834
SAOUHSC_02416	NC_007795.1	2244539	2244724	-	186	22	3	18	7	4	1
SAOUHSC_02417	NC_007795.1	2244813	2245879	-	1067	8490	6372	7422	5948	6480	1439
SAOUHSC_02418	NC_007795.1	2246027	2247469	-	1443	6317	4866	5917	4383	5629	705
SAOUHSC_02419	NC_007795.1	2247791	2248264	-	474	1129	677	1207	1215	1500	49
SAOUHSC_02420	NC_007795.1	2248363	2249706	-	1344	4182	3015	4158	1641	1627	210
SAOUHSC_02422	NC_007795.1	2249883	2250566	-	684	5688	4705	4662	3868	3408	387
SAOUHSC_02423	NC_007795.1	2250585	2251772	-	1188	16150	14205	14409	10327	9726	2001
SAOUHSC_02424	NC_007795.1	2251816	2252331	-	516	5453	4602	4387	3922	3916	195
SAOUHSC_02425	NC_007795.1	2252508	2252768	+	261	13768	15170	7973	20772	23114	1974
SAOUHSC_02426	NC_007795.1	2252900	2254093	-	1194	15686	8479	17783	668	1530	367
SAOUHSC_02427	NC_007795.1	2254506	2255474	-	969	3723	2432	2836	1003	1345	175
SAOUHSC_02428	NC_007795.1	2255471	2256502	-	1032	2693	1962	2042	813	1231	156
SAOUHSC_02430	NC_007795.1	2256514	2257497	-	984	12314	7106	9920	3137	4201	201
SAOUHSC_02432	NC_007795.1	2257663	2257788	+	126	13	14	13	4	3	0
SAOUHSC_02433	NC_007795.1	2257889	2258959	-	1071	1375	1043	945	2001	1807	212
SAOUHSC_02434	NC_007795.1	2258966	2260723	-	1758	2994	2658	2185	4747	5239	1869
SAOUHSC_02435	NC_007795.1	2260710	2261903	-	1194	590	366	351	301	498	35
SAOUHSC_02436	NC_007795.1	2262005	2263981	+	1977	4521	3171	4385	2091	2694	243
SAOUHSC_02437	NC_007795.1	2264437	2265849	+	1413	241	149	164	61	58	5
SAOUHSC_02441	NC_007795.1	2266097	2266606	-	510	98781	100661	61994	379704	522670	81010
SAOUHSC_02442	NC_007795.1	2266669	2266908	-	240	14528	15521	10395	70570	86269	70801
SAOUHSC_02443	NC_007795.1	2266921	2267457	-	537	37516	46345	24945	171563	244768	33917
SAOUHSC_02444	NC_007795.1	2267632	2269194	-	1563	8365	11007	6485	45500	51591	12633
SAOUHSC_02445	NC_007795.1	2269501	2270502	-	1002	1820	1281	1196	1528	1781	653
SAOUHSC_02447	NC_007795.1	2270736	2271737	-	1002	6111	4638	2783	5677	5844	1637
SAOUHSC_02448	NC_007795.1	2272020	2272904	-	885	1290	1082	731	2143	2861	318
SAOUHSC_02449	NC_007795.1	2273155	2274567	-	1413	2879	2191	1591	477	471	144
SAOUHSC_02450	NC_007795.1	2274585	2276297	-	1713	1363	1391	753	204	165	66
SAOUHSC_02451	NC_007795.1	2276303	2276614	-	312	277	299	146	14	34	11
SAOUHSC_02452	NC_007795.1	2276636	2277616	-	981	641	725	326	40	36	8
SAOUHSC_02453	NC_007795.1	2277620	2278552	-	933	648	738	327	37	40	13
SAOUHSC_02454	NC_007795.1	2278565	2279080	-	516	314	384	186	23	16	0
SAOUHSC_02455	NC_007795.1	2279096	2279524	-	429	317	331	192	14	10	4
SAOUHSC_02456	NC_007795.1	2279892	2280683	-	792	1606	1074	956	2281	2853	298
SAOUHSC_02457	NC_007795.1	2280889	2281629	+	741	1733	1205	1013	1218	1290	309
SAOUHSC_A02331	NC_007795.1	2281666	2281827	+	162	15	8	7	6	7	0
SAOUHSC_02458	NC_007795.1	2281920	2282528	-	609	112	74	96	202	375	35
SAOUHSC_02459	NC_007795.1	2282790	2282915	-	126	31	10	31	85	196	4
SAOUHSC_02460	NC_007795.1	2283135	2283983	-	849	2026	1392	1153	2941	3800	459
SAOUHSC_02461	NC_007795.1	2284053	2284469	-	417	428	261	227	918	1084	47
SAOUHSC_02462	NC_007795.1	2284713	2284880	+	168	16	8	16	10	28	0
SAOUHSC_02463	NC_007795.1	2284877	2287300	+	2424	1387	921	978	808	1154	156
SAOUHSC_02464	NC_007795.1	2287360	2288214	-	855	1105	872	762	1057	1618	265
SAOUHSC_02465	NC_007795.1	2288425	2289240	-	816	564	494	339	882	967	99
SAOUHSC_02467	NC_007795.1	2290323	2291027	-	705	1097	699	740	688	459	69
SAOUHSC_02468	NC_007795.1	2291064	2292728	-	1665	1753	1193	1239	1114	1046	275
SAOUHSC_02469	NC_007795.1	2292961	2293200	+	240	61	27	23	23	38	5
SAOUHSC_02470	NC_007795.1	2293182	2293364	-	183	123	107	78	586	903	133
SAOUHSC_02471	NC_007795.1	2293918	2295324	-	1407	1919	1458	1920	1350	2537	317
SAOUHSC_02472	NC_007795.1	2295453	2296589	-	1137	1830	1415	1606	2037	2479	238
SAOUHSC_02473	NC_007795.1	2296590	2296682	-	93	0	0	0	0	0	0
SAOUHSC_02474	NC_007795.1	2296639	2297334	-	696	2162	1693	1566	2041	3568	710
SAOUHSC_02475	NC_007795.1	2297395	2297688	-	294	346	324	364	458	1041	50
SAOUHSC_02476	NC_007795.1	2297685	2298782	-	1098	227	155	173	401	636	75
SAOUHSC_02477	NC_007795.1	2299327	2299725	-	399	52745	48166	38554	32224	27690	15494
SAOUHSC_02478	NC_007795.1	2299739	2300176	-	438	40819	44443	35614	20885	24566	2942
SAOUHSC_02480	NC_007795.1	2300416	2301219	-	804	2940	2746	2192	3141	3795	499
SAOUHSC_02481	NC_007795.1	2301224	2302030	-	807	1690	1535	1237	2088	2605	503
SAOUHSC_02482	NC_007795.1	2302020	2302880	-	861	2399	2245	1796	3600	4403	561
SAOUHSC_02483	NC_007795.1	2302877	2303686	-	810	1479	1433	968	3030	3962	959
SAOUHSC_02484	NC_007795.1	2304224	2304592	-	369	34579	28638	26172	19187	16525	5708
SAOUHSC_02485	NC_007795.1	2304609	2305553	-	945	115304	99184	95594	68266	78875	23746
SAOUHSC_02486	NC_007795.1	2305628	2306017	-	390	35735	32739	25601	22619	18515	8646
SAOUHSC_02487	NC_007795.1	2306041	2306406	-	366	35804	32560	28091	22581	37927	11119
SAOUHSC_02488	NC_007795.1	2306429	2306542	-	114	15820	14234	16885	10135	30819	3109
SAOUHSC_02489	NC_007795.1	2306574	2306792	-	219	22139	19007	16550	13358	15821	1799
SAOUHSC_02490	NC_007795.1	2306985	2307632	-	648	77681	69055	63401	52552	59626	20267
SAOUHSC_02491	NC_007795.1	2307649	2308941	-	1293	120992	105002	91586	87587	122998	23094
SAOUHSC_02492	NC_007795.1	2308941	2309381	-	441	37302	32804	26045	29252	26961	24015
SAOUHSC_02493	NC_007795.1	2309398	2309577	-	180	23803	20612	20658	15451	31135	3077
SAOUHSC_02494	NC_007795.1	2309594	2310094	-	501	56632	50045	42401	39192	52508	31898
SAOUHSC_02495	NC_007795.1	2310115	2310474	-	360	41973	36029	34835	28330	57329	7096
SAOUHSC_02496	NC_007795.1	2310505	2311041	-	537	45051	39744	32001	29675	28347	5470
SAOUHSC_02498	NC_007795.1	2311066	2311464	-	399	44588	33237	35041	27199	46751	6919
SAOUHSC_02499	NC_007795.1	2311496	2311681	-	186	23615	18219	17847	13673	23980	2443
SAOUHSC_02500	NC_007795.1	2311704	2312243	-	540	51462	42092	38144	30302	50347	10426
SAOUHSC_02501	NC_007795.1	2312270	2312587	-	318	43709	37350	35869	25169	47202	9938
SAOUHSC_02502	NC_007795.1	2312623	2312991	-	369	48210	38786	33049	25773	33650	12138
SAOUHSC_02503	NC_007795.1	2313023	2313286	-	264	30601	26237	24219	18352	28715	2285
SAOUHSC_02504	NC_007795.1	2313310	2313519	-	210	16697	13431	13229	9248	15160	1720
SAOUHSC_02505	NC_007795.1	2313509	2313943	-	435	46398	40335	31843	25480	32818	15549
SAOUHSC_02506	NC_007795.1	2313946	2314599	-	654	70271	60297	50250	38531	51293	16592
SAOUHSC_02507	NC_007795.1	2314623	2314976	-	354	28788	24871	21307	16373	35933	9901
SAOUHSC_02508	NC_007795.1	2315005	2315283	-	279	44228	36792	31989	23699	41993	9652
SAOUHSC_02509	NC_007795.1	2315350	2316183	-	834	106627	90562	77605	77017	98072	70366
SAOUHSC_02510	NC_007795.1	2316216	2316491	-	276	21220	17250	15287	14481	21947	4426
SAOUHSC_02511	NC_007795.1	2316491	2317114	-	624	50424	44288	37070	32896	43170	22391
SAOUHSC_02512	NC_007795.1	2317141	2317803	-	663	55666	46519	42212	34701	48514	24091
SAOUHSC_02512a	NC_007795.1	2317831	2318139	-	309	34872	33210	27972	21798	34978	16609
SAOUHSC_02515	NC_007795.1	2318496	2318885	+	390	676	400	431	1109	2405	61
SAOUHSC_02516	NC_007795.1	2319077	2320255	-	1179	40874	23915	44830	7241	6626	1159
SAOUHSC_02517	NC_007795.1	2320524	2322659	-	2136	6850	4896	6846	4473	5973	1424
SAOUHSC_02518	NC_007795.1	2322685	2322780	-	96	18	3	37	7	20	3
SAOUHSC_02519	NC_007795.1	2322846	2323733	+	888	1298	846	1116	1786	2797	175
SAOUHSC_02520	NC_007795.1	2323914	2324777	+	864	3378	2619	2383	4541	6865	1840
SAOUHSC_02521	NC_007795.1	2324894	2325025	-	132	7	8	14	5	8	0
SAOUHSC_02522	NC_007795.1	2325196	2326086	-	891	1652	992	1405	1021	1408	76
SAOUHSC_02523	NC_007795.1	2326237	2326401	+	165	225	167	145	377	278	13
SAOUHSC_02524	NC_007795.1	2326646	2326963	+	318	2890	1717	2686	1793	2231	239
SAOUHSC_02525	NC_007795.1	2327150	2330317	-	3168	9923	7760	7939	10369	15041	3047
SAOUHSC_02527	NC_007795.1	2330434	2331699	-	1266	6797	4822	5419	6633	8563	1845
SAOUHSC_02528	NC_007795.1	2332088	2332339	+	252	85	32	63	369	516	21
SAOUHSC_02529	NC_007795.1	2332331	2333095	-	765	906	719	806	1588	2503	373
SAOUHSC_02530	NC_007795.1	2333257	2333697	+	441	1703	1027	2276	136	178	3
SAOUHSC_02531	NC_007795.1	2333690	2334901	+	1212	5764	3032	6817	331	337	29
SAOUHSC_02532	NC_007795.1	2335005	2335355	-	351	6629	3601	7079	653	751	37
SAOUHSC_02533	NC_007795.1	2335481	2335651	+	171	19	5	9	2	0	0
SAOUHSC_02534	NC_007795.1	2335708	2335851	-	144	204	140	137	130	128	147
SAOUHSC_02535	NC_007795.1	2335823	2335942	-	120	55	36	34	42	39	1
SAOUHSC_02536	NC_007795.1	2336046	2337068	-	1023	4669	3258	2838	4546	5629	1178
SAOUHSC_02537	NC_007795.1	2337088	2337687	-	600	1295	1014	773	1637	1558	553
SAOUHSC_02538	NC_007795.1	2337694	2337927	-	234	397	324	201	345	255	149
SAOUHSC_02540	NC_007795.1	2337933	2338379	-	447	1118	868	893	1037	2015	188
SAOUHSC_02541	NC_007795.1	2338393	2338878	-	486	1100	807	862	851	1602	205
SAOUHSC_02542	NC_007795.1	2338875	2340134	-	1260	2436	1768	1772	1713	2351	824
SAOUHSC_02543	NC_007795.1	2340197	2340691	+	495	2365	1941	1870	2599	3262	396
SAOUHSC_02544	NC_007795.1	2340693	2341199	-	507	1022	754	663	762	922	303
SAOUHSC_02545	NC_007795.1	2341230	2342234	-	1005	1483	1113	894	1512	1904	363
SAOUHSC_02546	NC_007795.1	2342404	2343009	-	606	1790	1212	1306	1156	1409	445
SAOUHSC_02547	NC_007795.1	2343010	2343681	-	672	1750	1134	1182	1571	1795	185
SAOUHSC_02549	NC_007795.1	2343695	2344477	-	783	1237	862	846	1542	2342	227
SAOUHSC_02550	NC_007795.1	2344767	2345564	+	798	3073	2065	1605	2511	1324	144
SAOUHSC_02551	NC_007795.1	2345736	2346506	-	771	2003	1431	1294	840	795	120
SAOUHSC_02552	NC_007795.1	2346578	2347132	-	555	591	498	474	402	549	94
SAOUHSC_02553	NC_007795.1	2347253	2348194	-	942	485	421	342	467	782	101
SAOUHSC_02554	NC_007795.1	2348593	2349501	-	909	7306	6047	5427	5604	9762	1292
SAOUHSC_02555	NC_007795.1	2349715	2350880	-	1166	1185	843	872	685	1255	388
SAOUHSC_02557	NC_007795.1	2351097	2351987	-	891	1741	897	1313	243	217	31
SAOUHSC_02558	NC_007795.1	2352262	2352564	+	303	208	102	126	11	13	7
SAOUHSC_02559	NC_007795.1	2352578	2352988	+	411	471	307	376	29	27	7
SAOUHSC_02561	NC_007795.1	2352985	2354700	+	1716	2857	1796	1737	399	343	173
SAOUHSC_02562	NC_007795.1	2354713	2355165	+	453	1021	580	645	193	202	34
SAOUHSC_02563	NC_007795.1	2355158	2355847	+	690	1342	710	937	236	297	30
SAOUHSC_02564	NC_007795.1	2355860	2356474	+	615	1913	1165	1325	396	472	48
SAOUHSC_02565	NC_007795.1	2356474	2357310	+	837	3194	1685	2272	560	581	50
SAOUHSC_02566	NC_007795.1	2357499	2357846	-	348	34596	15524	30946	16897	18240	2460
SAOUHSC_02568	NC_007795.1	2358274	2358600	-	327	3357	2195	2814	3054	5245	601
SAOUHSC_02569	NC_007795.1	2358664	2359407	-	744	1451	943	1489	2367	3709	682
SAOUHSC_02570	NC_007795.1	2359433	2361388	-	1956	2652	1984	2118	7382	9613	1208
SAOUHSC_02571	NC_007795.1	2361998	2362801	+	804	15211	18053	20097	2554	1874	608
SAOUHSC_02572	NC_007795.1	2362818	2363060	-	243	20304	16637	13707	49364	64257	9458
SAOUHSC_02573	NC_007795.1	2363234	2364634	-	1401	1993	1888	1477	12775	19838	6317
SAOUHSC_02574	NC_007795.1	2364729	2365811	-	1083	1970	1595	1461	12118	14679	2972
SAOUHSC_02575	NC_007795.1	2366059	2366481	+	423	324	231	228	1409	1166	86
SAOUHSC_02576	NC_007795.1	2366718	2367218	+	501	1019	1115	1176	1221	1432	349
SAOUHSC_02577	NC_007795.1	2367580	2368533	+	954	5672	4411	3470	10369	14780	3208
SAOUHSC_02579	NC_007795.1	2368625	2369749	-	1125	4037	3006	3578	2571	2896	626
SAOUHSC_02580	NC_007795.1	2370060	2370698	-	639	3905	2988	3175	4600	5598	976
SAOUHSC_A02450	NC_007795.1	2370858	2371091	-	234	127	61	149	372	622	12
SAOUHSC_02581	NC_007795.1	2371319	2371792	-	474	9187	6958	6472	13053	16281	2704
SAOUHSC_02582	NC_007795.1	2371792	2374746	-	2955	40759	35847	29540	64265	74687	19597
SAOUHSC_02583	NC_007795.1	2375348	2376271	-	924	13919	11475	12006	6093	9114	2553
SAOUHSC_02584	NC_007795.1	2376428	2377225	-	798	1990	2674	1280	2529	3260	391
SAOUHSC_02585	NC_007795.1	2377610	2378302	+	693	3880	3010	2935	3372	6049	429
SAOUHSC_02587	NC_007795.1	2378949	2379686	-	738	469	245	264	1177	1355	88
SAOUHSC_02588	NC_007795.1	2379735	2380064	+	330	27	6	11	27	33	7
SAOUHSC_02589	NC_007795.1	2380509	2381381	+	873	14718	10733	10886	7764	8651	659
SAOUHSC_02590	NC_007795.1	2381768	2383147	-	1380	8001	7515	7257	15733	19934	4762
SAOUHSC_02591	NC_007795.1	2383427	2383783	+	357	667	390	423	1181	1759	54
SAOUHSC_02592	NC_007795.1	2383780	2383965	+	186	538	410	352	950	1370	206
SAOUHSC_02593	NC_007795.1	2384061	2384252	-	192	255	236	167	867	1131	62
SAOUHSC_02594	NC_007795.1	2384263	2384898	-	636	700	552	435	2459	5061	482
SAOUHSC_02595	NC_007795.1	2384973	2385890	-	918	230	147	150	2732	4714	230
SAOUHSC_02596	NC_007795.1	2386157	2386687	+	531	240	193	204	418	505	19
SAOUHSC_02597	NC_007795.1	2386753	2388357	-	1605	1959	1648	1178	3456	4465	714
SAOUHSC_02599	NC_007795.1	2388687	2389451	+	765	252	165	160	722	781	52
SAOUHSC_02600	NC_007795.1	2389509	2390015	-	507	2055	1534	1317	3344	6084	1072
SAOUHSC_02603	NC_007795.1	2391720	2392289	-	570	176	94	111	664	1006	92
SAOUHSC_02604	NC_007795.1	2392776	2393657	-	882	5641	4864	3580	19895	25196	13436
SAOUHSC_02605	NC_007795.1	2393768	2394889	-	1122	935	688	649	1676	2843	785
SAOUHSC_02606	NC_007795.1	2395166	2396404	-	1239	3041	2057	1964	843	1113	274
SAOUHSC_02607	NC_007795.1	2396404	2398065	-	1662	2527	1908	1778	514	765	291
SAOUHSC_02608	NC_007795.1	2398225	2399109	+	885	366	248	189	426	537	22
SAOUHSC_02609	NC_007795.1	2399531	2399950	+	420	48	33	32	38	38	2
SAOUHSC_02610	NC_007795.1	2400206	2401141	-	936	5795	5809	3642	13977	16260	9424
SAOUHSC_02611	NC_007795.1	2401431	2402690	+	1260	2804	1784	2127	4361	5078	494
SAOUHSC_02612	NC_007795.1	2402756	2403442	-	687	1214	912	681	2492	2702	491
SAOUHSC_02613	NC_007795.1	2403616	2404269	+	654	793	582	426	1716	1587	154
SAOUHSC_02614	NC_007795.1	2404505	2405524	-	1020	2441	2000	1682	3136	4676	600
SAOUHSC_02615	NC_007795.1	2405554	2405880	-	327	925	819	704	1631	3025	603
SAOUHSC_02616	NC_007795.1	2405929	2406114	-	186	6	4	6	13	6	0
SAOUHSC_02618	NC_007795.1	2406098	2407330	-	1233	1718	1109	1274	845	1103	71
SAOUHSC_02619	NC_007795.1	2407323	2408222	-	900	392	275	298	197	225	7
SAOUHSC_02620	NC_007795.1	2408453	2409100	-	648	4905	3371	5110	569	784	76
SAOUHSC_02621	NC_007795.1	2409499	2410107	+	609	370	226	199	338	344	244
SAOUHSC_02622	NC_007795.1	2410444	2411652	+	1209	1127	931	962	697	517	103
SAOUHSC_02623	NC_007795.1	2411700	2412749	-	1050	5484	4170	4269	4719	5774	1379
SAOUHSC_02624	NC_007795.1	2412780	2413727	-	948	1578	1216	1246	2061	2208	134
SAOUHSC_02625	NC_007795.1	2413824	2414315	+	492	901	626	543	1382	2114	103
SAOUHSC_02626	NC_007795.1	2414312	2414731	+	420	1139	886	736	2115	3476	529
SAOUHSC_02627	NC_007795.1	2414839	2415741	-	903	1884	1209	1128	3342	3867	1155
SAOUHSC_02628	NC_007795.1	2415967	2416605	+	639	2770	1979	2030	3084	3040	365
SAOUHSC_02629	NC_007795.1	2416851	2418782	-	1932	14501	22982	14223	23446	32709	6802
SAOUHSC_02630	NC_007795.1	2418795	2419442	-	648	5479	8375	4833	8276	13455	1823
SAOUHSC_02631	NC_007795.1	2419563	2420114	+	552	469	217	266	1088	1060	73
SAOUHSC_02632	NC_007795.1	2420344	2421551	-	1208	511	500	422	1298	2134	290
SAOUHSC_02634	NC_007795.1	2421661	2421789	-	129	10	9	10	5	5	2
SAOUHSC_02635	NC_007795.1	2421820	2423202	-	1383	5986	4068	4876	3103	4552	303
SAOUHSC_02636	NC_007795.1	2423442	2423897	-	456	11997	8261	9482	9302	10356	1667
SAOUHSC_02638	NC_007795.1	2424092	2425060	+	969	614	483	305	2042	3338	401
SAOUHSC_02640	NC_007795.1	2426131	2426796	-	666	802	513	502	175	212	21
SAOUHSC_02641	NC_007795.1	2426796	2427851	-	1056	461	337	345	116	98	12
SAOUHSC_02643	NC_007795.1	2427987	2428661	+	675	679	506	593	668	822	127
SAOUHSC_02644	NC_007795.1	2428654	2430027	+	1374	3312	2326	2813	1870	1990	190
SAOUHSC_02645	NC_007795.1	2430190	2430633	+	444	1344	3299	921	27464	7303	210
SAOUHSC_02646	NC_007795.1	2430630	2431085	+	456	2020	4887	1234	28222	6646	562
SAOUHSC_02647	NC_007795.1	2431151	2432629	-	1479	7553	5392	4663	4608	5662	1846
SAOUHSC_02648	NC_007795.1	2433010	2434608	-	1599	11469	8242	9806	27573	31375	5647
SAOUHSC_02649	NC_007795.1	2434925	2436598	+	1674	4163	3323	2962	3480	3927	406
SAOUHSC_02650	NC_007795.1	2436751	2437380	-	630	8168	7765	5456	22467	39400	4005
SAOUHSC_02651	NC_007795.1	2437694	2438209	-	516	369	260	231	892	1278	212
SAOUHSC_02652	NC_007795.1	2438502	2439404	+	903	1192	855	673	1709	2991	867
SAOUHSC_02653	NC_007795.1	2439450	2439785	-	336	227	177	103	235	385	207
SAOUHSC_02654	NC_007795.1	2439887	2440921	-	1035	705	432	316	652	999	147
SAOUHSC_02655	NC_007795.1	2440932	2441048	-	117	1	0	1	1	0	0
SAOUHSC_02656	NC_007795.1	2441153	2441584	-	432	1835	1237	1279	1833	2560	837
SAOUHSC_02657	NC_007795.1	2441636	2441728	+	93	42	14	20	13	16	0
SAOUHSC_02658	NC_007795.1	2441791	2443068	-	1278	1309	1014	951	1121	2124	180
SAOUHSC_02659	NC_007795.1	2443229	2443852	+	624	18376	12716	15364	3022	4201	143
SAOUHSC_02660	NC_007795.1	2443898	2444842	+	945	26003	17297	22727	4301	4720	239
SAOUHSC_02661	NC_007795.1	2444928	2446178	-	1251	7523	6810	4809	545	278	43
SAOUHSC_02662	NC_007795.1	2446156	2446371	-	216	836	914	573	52	69	18
SAOUHSC_02663	NC_007795.1	2446555	2446938	+	384	631	565	336	1672	3225	207
SAOUHSC_02664	NC_007795.1	2448426	2450531	+	2106	4528	3157	3905	3736	4812	287
SAOUHSC_02665	NC_007795.1	2450602	2451024	+	423	6614	6054	4467	15090	15124	1849
SAOUHSC_02666	NC_007795.1	2451289	2451645	+	357	868	618	628	2084	2583	154
SAOUHSC_02667	NC_007795.1	2452049	2453326	-	1278	19619	15467	16865	16546	23433	3940
SAOUHSC_02668	NC_007795.1	2453508	2453873	-	366	289	196	184	1166	1369	50
SAOUHSC_02669	NC_007795.1	2454271	2454717	+	447	5005	3554	3578	7304	9773	492
SAOUHSC_02670	NC_007795.1	2454933	2455361	+	429	5030	3580	4288	3379	4336	211
SAOUHSC_02671	NC_007795.1	2455468	2456637	-	1170	970	805	733	1232	5596	364
SAOUHSC_02672	NC_007795.1	2457007	2457921	+	915	362	222	264	188	239	23
SAOUHSC_02674	NC_007795.1	2457900	2458640	+	741	552	349	488	285	477	30
SAOUHSC_02675	NC_007795.1	2458898	2459500	-	603	2141	1407	1522	1415	2015	222
SAOUHSC_02676	NC_007795.1	2459574	2460608	-	1035	3797	2985	2992	3437	5155	761
SAOUHSC_02677	NC_007795.1	2460632	2461084	-	453	1626	1246	1276	1954	2811	280
SAOUHSC_02678	NC_007795.1	2461104	2461781	-	678	707	554	505	1123	1532	101
SAOUHSC_02679	NC_007795.1	2461774	2462364	-	591	159	83	83	413	648	45
SAOUHSC_02680	NC_007795.1	2462342	2463787	-	1446	529	344	306	1542	2152	524
SAOUHSC_02681	NC_007795.1	2463891	2467580	-	3690	807	487	379	2047	2796	560
SAOUHSC_02682	NC_007795.1	2467889	2468866	-	978	1326	947	883	1552	3054	581
SAOUHSC_02683	NC_007795.1	2468857	2469171	-	315	169	142	124	296	616	204
SAOUHSC_02684	NC_007795.1	2469175	2471580	-	2406	933	743	711	1300	2493	444
SAOUHSC_02685	NC_007795.1	2471646	2472377	-	732	116	86	87	85	240	44
