Id;Name;Name.NCBI;entrez;product;ctrl4;ctrl5;ctrl6;IP1;IP2;IP3;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
gene591;SAOUHSC_00619;ABD29757.1;3918938;conserved hypothetical protein;12086;18247;1502;5003;6054;3640;6222.745652;-1.008325963;0.334274686;-3.016459234;0.002557456;0.006203191
gene592;SAOUHSC_00620;ABD29758.1;3918939;staphylococcal accessory regulator T putative;96077;121196;17926;32941;33018;23487;47333.62615;-1.477808449;0.225569945;-6.551442177;5.70E-11;5.65E-10
gene593;SAOUHSC_00621;ABD29759.1;3918940;conserved hypothetical protein;1528;2419;240;997;770;661;906.0634141;-0.766738331;0.2438752;-3.143978276;0.001666678;0.004234012
gene594;SAOUHSC_00622;ABD29760.1;3920033;conserved hypothetical protein;230;360;34;532;306;317;241.8854286;0.887913543;0.29048368;3.056672729;0.002238085;0.005485392
gene595;SAOUHSC_00624;ABD29761.1;3920034;integrase/recombinase putative;3530;5026;334;3494;3385;2754;2464.45763;0.273983672;0.344138869;0.796142769;0.425949058;0.517494059
gene596;SAOUHSC_00625;ABD29762.1;3920035;conserved hypothetical protein;17927;25488;3885;14005;13682;9857;12379.57719;-0.444776534;0.237921008;-1.869429428;0.061563094;0.102082802
gene597;SAOUHSC_00626;ABD29763.1;3920036;conserved hypothetical protein;3014;4616;790;2062;1969;1642;2119.191162;-0.732918315;0.263049185;-2.786240585;0.005332328;0.011861178
gene598;SAOUHSC_00627;ABD29764.1;3920037;conserved hypothetical protein;1932;3453;618;1426;1334;1003;1495.89762;-0.884429473;0.313672103;-2.819598764;0.004808373;0.010783368
gene599;SAOUHSC_00628;ABD29765.1;3920038;conserved hypothetical protein;11862;19760;3863;7546;8171;5725;8882.550221;-0.963377723;0.331301106;-2.907861473;0.003639095;0.008423489
gene6;SAOUHSC_00007;ABD29198.1;3919180;conserved hypothetical protein;3540;5004;1203;7031;4901;4740;4004.85159;0.439202859;0.331599593;1.324497582;0.185337845;0.261114493
gene60;SAOUHSC_00064;ABD29250.1;3919094;conserved hypothetical protein;254;268;27;281;170;224;166.9269497;0.320252486;0.310519837;1.031343082;0.302379962;0.394898127
gene600;SAOUHSC_00629;ABD29766.1;3920039;conserved hypothetical protein;812;1740;359;290;268;313;626.2298875;-2.019926964;0.403934254;-5.000633014;5.71E-07;3.08E-06
gene601;SAOUHSC_00630;ABD29767.1;NA;hypothetical protein;1854;3089;332;1159;1170;810;1172.406391;-0.744355241;0.268585403;-2.77139127;0.005581731;0.012355676
gene602;SAOUHSC_00632;ABD29768.1;3920041;conserved hypothetical protein;4974;7163;907;3584;3002;2208;3089.858127;-0.622567375;0.220721857;-2.82059685;0.00479344;0.010758698
gene603;SAOUHSC_00633;ABD29769.1;3920042;conserved hypothetical protein;14591;15952;1787;12344;10105;6836;8457.069858;-0.133603538;0.267414421;-0.499612317;0.617348083;0.696808727
gene604;SAOUHSC_00634;ABD29770.1;3920043;ABC transporter substrate-binding protein putative;14500;26035;2752;29438;22876;25608;16931.26919;0.856988731;0.254128787;3.372261519;0.000745536;0.002054166
gene605;SAOUHSC_00636;ABD29771.1;3920044;iron (chelated) ABC transporter permease protein putative;7539;14625;615;12336;9181;11089;7248.946429;0.76702757;0.445029684;1.723542489;0.084790468;0.134876001
gene606;SAOUHSC_00637;ABD29772.1;3920045;conserved hypothetical protein;13364;23815;2302;10855;7920;7136;8954.404602;-0.586563315;0.255886145;-2.292282431;0.021889351;0.041676593
gene607;SAOUHSC_00638;ABD29773.1;3920046;conserved hypothetical protein;4719;5220;962;8025;5530;6144;4431.725495;0.691215374;0.223816161;3.088317535;0.002012933;0.004997626
gene608;SAOUHSC_00639;ABD29774.1;3920047;conserved hypothetical protein;1324;1392;333;3480;2246;2667;1675.527023;1.193099266;0.296627309;4.022216527;5.77E-05;0.000198164
gene609;SAOUHSC_00640;ABD29775.1;3920048;conserved hypothetical protein;2155;3052;395;1422;956;1063;1285.058221;-0.76060462;0.206080304;-3.690816662;0.000223535;0.000686411
gene61;SAOUHSC_00065;ABD29251.1;3919095;conserved hypothetical protein;1732;2051;306;432;326;307;751.3072352;-2.02861232;0.192629899;-10.53113942;6.21E-26;3.27E-24
gene610;SAOUHSC_00641;ABD29776.1;3920049;teichoic acid translocation ATP-binding protein putative;6817;7556;1645;9814;7594;7921;6159.523507;0.430863841;0.263981646;1.632173481;0.102642946;0.158661638
gene611;SAOUHSC_00642;ABD29777.1;3920050;teichoic acid biosynthesis protein putative;7394;8069;309;9462;7252;8127;5310.92087;0.91870352;0.501863415;1.830584763;0.067162545;0.110033965
gene612;SAOUHSC_00643;ABD29778.1;3920051;tagB protein putative;2449;3187;315;2904;2043;2325;1813.126556;0.33311393;0.246459375;1.351597723;0.176504039;0.250769969
gene613;SAOUHSC_00644;ABD29779.1;3919936;tagX protein putative;2268;3315;232;3111;2394;2757;1893.127424;0.648409488;0.328472654;1.974013602;0.048380196;0.082575307
gene614;SAOUHSC_00645;ABD29780.1;3919937;glycerol-3-phosphate cytidylyltransferase;1142;1483;285;1617;1189;1529;1075.177086;0.389822159;0.277848506;1.403002534;0.160616083;0.230559079
gene615;SAOUHSC_00646;ABD29781.1;3919938;penicillin-binding protein 4 putative;3852;6118;668;4610;3829;3965;3219.689686;0.229365475;0.228460054;1.00396315;0.315396376;0.409551251
gene616;SAOUHSC_00647;ABD29782.1;3919939;conserved hypothetical protein;14565;15464;2737;61804;40529;43443;25159.83281;2.005766342;0.214891478;9.333857085;1.02E-20;3.04E-19
gene617;SAOUHSC_00648;ABD29783.1;3919940;conserved hypothetical protein;9784;10085;2327;11252;7571;9545;7627.542475;0.10796193;0.290916582;0.371109579;0.710555917;0.773917591
gene618;SAOUHSC_00650;ABD29784.1;3919941;conserved hypothetical protein;1518;370;25;630;624;188;425.6376727;-0.225140495;0.781033961;-0.288259546;0.773148071;0.822766676
gene619;SAOUHSC_00651;ABD29785.1;3919942;conserved hypothetical protein;2393;3789;514;3401;2707;2984;2260.266778;0.370456277;0.229180975;1.616435554;0.106000176;0.162905665
gene62;SAOUHSC_00067;ABD29252.1;3919096;L-lactate permease;6110;7615;2180;5420;3863;3793;4720.730196;-0.683593748;0.362596141;-1.885275854;0.059392604;0.098723065
gene620;SAOUHSC_00652;ABD29786.1;3919943;iron compound ABC transporter ATP-binding protein;5068;7981;1008;4693;3874;2860;3609.761124;-0.361687672;0.233674976;-1.547823729;0.121664742;0.182998754
gene621;SAOUHSC_00653;ABD29787.1;3919944;ferrichrome transport permease fhuB putative;2019;2740;437;2993;2306;1852;1778.236223;0.323129764;0.22091168;1.462710184;0.143546698;0.209687008
gene622;SAOUHSC_00654;ABD29788.1;3919945;ferrichrome ABC transporter (permease) putative;3045;4656;720;5289;4052;3439;3051.287795;0.46326516;0.231037176;2.005154188;0.044946566;0.07768402
gene623;SAOUHSC_00655;ABD29789.1;3919946;conserved hypothetical protein;2548;4076;1022;1649;1630;837;1944.475456;-1.271279258;0.415383085;-3.060498382;0.00220969;0.00543679
gene624;SAOUHSC_00656;ABD29790.1;3919947;conserved hypothetical protein;1504;3293;731;1053;1104;617;1368.400042;-1.345451853;0.435916113;-3.086492592;0.00202533;0.005023846
gene625;SAOUHSC_00658;ABD29791.1;3919948;conserved hypothetical protein;743;1558;177;656;578;376;576.7167233;-0.670007154;0.317245482;-2.111951758;0.034690587;0.062197541
gene626;SAOUHSC_00659;ABD29792.1;3919949;conserved hypothetical protein;17329;13825;502;11103;9487;7626;7592.488769;0.094873001;0.562888682;0.168546649;0.866153248;0.900720367
gene627;SAOUHSC_00660;ABD29793.1;3919950;conserved hypothetical protein;9792;9919;2297;25723;27476;33137;15999.11331;1.765672963;0.335721733;5.259334706;1.45E-07;8.66E-07
gene628;SAOUHSC_00661;ABD29794.1;3919951;conserved hypothetical protein;1145;1362;106;1428;1171;1240;872.4318583;0.674627935;0.316439555;2.131933013;0.033012354;0.059422237
gene629;SAOUHSC_A00635;ABD32046.1;NA;hypothetical protein;39;56;12;36;15;59;33.7552694;-0.138649052;0.602208668;-0.230234235;0.817909761;0.860361825
gene63;SAOUHSC_00069;ABD29253.1;3919448;protein A;8145;4495;750;2131;2120;1397;2670.68347;-1.259442305;0.383603093;-3.283191219;0.00102639;0.002742386
gene630;SAOUHSC_00662;ABD29795.1;3919952;conserved hypothetical protein;1226;984;89;4686;3264;3866;1942.980401;2.462873402;0.364104167;6.764199988;1.34E-11;1.44E-10
gene631;SAOUHSC_00663;ABD29796.1;3919953;conserved hypothetical protein;3600;2801;289;2161;1636;962;1529.909554;-0.443388647;0.384760355;-1.152376124;0.249166548;0.336389104
gene632;SAOUHSC_00664;ABD29797.1;3919954;conserved hypothetical protein;2173;3093;182;1594;1352;1104;1232.763632;-0.256049123;0.369853281;-0.692299181;0.488749464;0.580702349
gene633;SAOUHSC_00665;ABD29798.1;3919955;conserved hypothetical protein;1256;1217;117;1206;846;868;745.5626623;0.235971814;0.300051679;0.78643724;0.431611374;0.522979946
gene634;SAOUHSC_00666;ABD29799.1;3919429;conserved hypothetical protein;1771;2171;257;1912;1295;1391;1223.070646;0.114599627;0.209536513;0.546919605;0.584433966;0.666810396
gene635;SAOUHSC_00667;ABD29800.1;3919430;ABC transporter ATP-binding protein putative;9109;15142;1549;2331;1837;1551;4338.477156;-2.162965808;0.23991635;-9.015499798;1.96E-19;5.11E-18
gene636;SAOUHSC_00668;ABD29801.1;3919431;ABC transporter permease putative;10674;19277;600;5683;4324;4594;5514.73853;-0.772763979;0.50602433;-1.527128112;0.126729158;0.189057239
gene637;SAOUHSC_00669;ABD29802.1;3919432;conserved hypothetical protein;4446;5141;364;3928;3375;3654;2793.80419;0.29708271;0.351369478;0.845499476;0.397832025;0.489419254
gene638;SAOUHSC_00670;ABD29803.1;3919433;conserved hypothetical protein;6682;5882;1518;9073;7911;6734;5672.8375;0.486104311;0.300763366;1.61623511;0.106043491;0.162905665
gene639;SAOUHSC_00671;ABD29804.1;3919434;secretory antigen SsaA-like protein;12808;9952;3268;6114;5349;4037;6802.495724;-1.110184471;0.365303713;-3.039072505;0.002373077;0.005781602
gene64;SAOUHSC_00070;ABD29254.1;3919449;staphylococcal accessory regulator-like protein;968;1073;50;416;284;369;397.8027673;-0.746222153;0.461142577;-1.618202678;0.105618926;0.162435852
gene640;SAOUHSC_00672;ABD29805.1;3919435;conserved hypothetical protein;2707;3127;218;2648;1870;1728;1621.587272;0.177186288;0.342594403;0.517189675;0.605023759;0.686295607
gene641;SAOUHSC_00673;ABD29806.1;3919436;conserved hypothetical protein;896;1504;104;1072;634;841;670.3020821;0.142527356;0.342955911;0.415585068;0.677713655;0.747269326
gene642;SAOUHSC_00674;ABD29807.1;3919437;conserved hypothetical protein;670;2000;43;223;104;187;367.923312;-2.068429303;0.618476134;-3.344396315;0.000824618;0.002249408
gene643;SAOUHSC_00675;ABD29808.1;3919438;conserved hypothetical protein;5759;6570;1546;6421;5061;4735;4596.753658;-0.051740266;0.288045433;-0.179625363;0.857446692;0.894045026
gene644;SAOUHSC_00676;ABD29809.1;3919439;conserved hypothetical protein;3918;3507;870;4875;3694;3642;3076.015376;0.303392875;0.287499954;1.055279735;0.291297407;0.38243268
gene645;SAOUHSC_00677;ABD29810.1;3919440;conserved hypothetical protein;16;15;2;10;3;8;7.519519584;-0.717351246;0.749743103;-0.956796059;0.338670202;0.432183616
gene646;SAOUHSC_00678;ABD29811.1;3919441;conserved hypothetical protein;4746;7029;449;1864;1624;1246;2181.333944;-1.214445514;0.351297602;-3.457027617;0.000546169;0.001556581
gene647;SAOUHSC_00679;ABD29812.1;3919442;conserved hypothetical protein;6792;9209;541;3921;3387;2949;3462.141698;-0.507033811;0.37438544;-1.354309641;0.175637612;0.249763256
gene648;SAOUHSC_00680;ABD29813.1;3919443;hypothetical protein;789;1781;209;577;461;486;615.5496416;-0.915219027;0.310854562;-2.944203301;0.003237872;0.00757164
gene649;SAOUHSC_00681;ABD29814.1;3919444;major facilitator superfamily protein superfamily;3870;4653;580;3628;2980;2458;2543.147667;-0.032302875;0.19799168;-0.163152687;0.870398217;0.904103843
gene65;SAOUHSC_00071;ABD29255.1;3919450;lipoprotein SirC putative;11124;13477;1664;4260;4425;2476;5252.780162;-1.254620773;0.283138437;-4.431121353;9.37E-06;3.87E-05
gene650;SAOUHSC_00682;ABD29815.1;3919445;conserved hypothetical protein;1707;2148;192;1178;901;953;955.6588906;-0.34005251;0.271793756;-1.25114173;0.210882773;0.291991532
gene651;SAOUHSC_00683;ABD29816.1;3919446;conserved hypothetical protein;1314;1722;103;467;309;310;535.8865585;-1.376068516;0.375867163;-3.661050099;0.000251184;0.000762751
gene652;SAOUHSC_00684;ABD29817.1;3919447;conserved hypothetical protein;180;221;30;155;81;103;108.7199773;-0.422764769;0.297004118;-1.423430667;0.154611348;0.222289358
gene653;SAOUHSC_00685;ABD29818.1;3920989;conserved hypothetical protein;1949;2718;162;959;615;560;886.9531463;-1.029687182;0.374744937;-2.747701382;0.006001464;0.013167607
gene654;SAOUHSC_00686;ABD29819.1;3920990;conserved hypothetical protein;6325;6771;615;1934;1700;1183;2462.94899;-1.430089594;0.310841758;-4.600699743;4.21E-06;1.87E-05
gene655;SAOUHSC_00687;ABD29820.1;3920991;conserved hypothetical protein;891;908;178;450;330;310;461.3979434;-1.030325696;0.24214686;-4.254962033;2.09E-05;7.98E-05
gene656;SAOUHSC_00688;ABD29821.1;3920992;conserved hypothetical protein;18419;13828;10945;4656;4812;2674;12557.7729;-2.687593528;0.609547567;-4.409161279;1.04E-05;4.26E-05
gene657;SAOUHSC_00689;ABD29822.1;3920993;conserved hypothetical protein;11169;10736;3419;2775;2669;1787;5641.451409;-2.20293156;0.379456227;-5.805495878;6.42E-09;4.68E-08
gene658;SAOUHSC_00690;ABD29823.1;3920994;conserved hypothetical protein;20824;21454;3326;4656;4120;2797;8316.234887;-2.066756547;0.237943871;-8.685899502;3.76E-18;8.67E-17
gene659;SAOUHSC_00691;ABD29824.1;3920995;undecaprenol kinase putative;3632;6265;1252;2605;2107;1992;2799.612009;-0.99509143;0.320032325;-3.109346625;0.001875016;0.004693544
gene66;SAOUHSC_00072;ABD29256.1;3919451;lipoprotein SirB putative;329;456;181;697;482;389;419.0902405;0.093250275;0.485719921;0.191983633;0.847755026;0.885627244
gene660;SAOUHSC_00692;ABD29825.1;3920996;conserved hypothetical protein;6931;8413;1543;6253;4526;4234;4726.800546;-0.350604543;0.223142645;-1.571212633;0.116133267;0.175936112
gene661;SAOUHSC_00693;ABD29826.1;3920997;conserved hypothetical protein;9504;9809;1000;8623;6935;6059;5717.403874;0.14374999;0.268430553;0.535520225;0.592290176;0.67492958
gene662;SAOUHSC_00694;ABD29827.1;3920998;conserved hypothetical protein;81946;75739;10057;77275;79981;63930;54655.47215;0.402062441;0.261560241;1.537169559;0.124251793;0.185563813
gene663;SAOUHSC_00695;ABD29828.1;3920999;conserved hypothetical protein;1849;1428;276;1561;1163;990;1050.542787;-0.067425564;0.27263713;-0.247308808;0.804669242;0.848391155
gene664;SAOUHSC_00696;ABD29829.1;3921000;conserved hypothetical protein;3366;4717;663;3118;2283;2211;2343.609012;-0.287324679;0.190147933;-1.511058647;0.130773509;0.194454523
gene665;SAOUHSC_00697;ABD29830.1;3921001;conserved hypothetical protein;489;569;48;394;192;382;278.5105567;-0.10270208;0.391124318;-0.262581679;0.792873022;0.838863337
gene666;SAOUHSC_00698;ABD29831.1;3921002;conserved hypothetical protein;2731;3386;723;3624;2574;2930;2400.35248;0.175221815;0.278242467;0.629745047;0.528861405;0.615729704
gene667;SAOUHSC_00699;ABD29832.1;3921003;deoxyribodipyrimidine photolyase putative;6976;9872;1906;7553;5915;6459;5828.125226;-0.123291772;0.271287888;-0.454468398;0.649491733;0.722361537
gene668;SAOUHSC_00700;ABD29833.1;3921004;conserved hypothetical protein;1036;989;106;1042;694;747;629.8167892;0.251558258;0.282991873;0.888923964;0.374043946;0.467939751
gene669;SAOUHSC_00701;ABD29834.1;3921005;conserved hypothetical protein;1143;1739;179;787;568;899;738.3572887;-0.398475261;0.313471696;-1.271168228;0.203668807;0.283293267
gene67;SAOUHSC_00074;ABD29257.1;3919452;periplasmic binding protein putative;733;884;57;906;551;537;480.8291992;0.376628861;0.367666517;1.024376286;0.305657578;0.398417882
gene670;SAOUHSC_00702;ABD29835.1;3921006;conserved hypothetical protein;1046;911;71;925;779;740;597.9778148;0.400911248;0.374141613;1.071549471;0.283922439;0.374186798
gene671;SAOUHSC_00703;ABD29836.1;3921007;quinolone resistance norA protein putative;2109;2584;412;2278;1939;1985;1639.92648;0.179424278;0.205296356;0.873976924;0.382130821;0.475860821
gene672;SAOUHSC_00704;ABD29837.1;3921008;conserved hypothetical protein;1168;1465;91;634;462;700;590.503414;-0.416875726;0.40220845;-1.036466853;0.299984396;0.392204544
gene673;SAOUHSC_00705;ABD29838.1;3919332;conserved hypothetical protein;439;939;99;545;372;437;395.5847367;-0.140172474;0.306872212;-0.456777997;0.647830623;0.721393807
gene674;SAOUHSC_00706;ABD29839.1;3919333;conserved hypothetical protein;2819;5910;816;8692;6448;6282;4414.010189;1.045427152;0.292886662;3.569391472;0.000357811;0.001049273
gene675;SAOUHSC_00707;ABD29840.1;3919334;fructose 1-phosphate kinase putative;4349;14937;6554;11772;10527;8442;10646.85096;-0.569638332;0.656510792;-0.867675503;0.385572;0.478424033
gene676;SAOUHSC_00708;ABD29841.1;3919335;fructose specific permease putative;29857;66916;18124;47831;40083;33456;38971.3057;-0.389084719;0.458895584;-0.847872005;0.396509257;0.48823102
gene677;SAOUHSC_00709;ABD29842.1;NA;hypothetical protein;554;303;50;742;395;472;347.3758947;0.782740887;0.396516449;1.974043923;0.048376749;0.082575307
gene678;SAOUHSC_00710;ABD29843.1;3919337;N-acetylglucosamine-6-phosphate deacetylase;1486;1922;379;1493;1027;835;1071.937112;-0.406065161;0.2747654;-1.477861335;0.139444897;0.204898625
gene679;SAOUHSC_00711;ABD29844.1;3919338;conserved hypothetical protein;16338;17425;1651;5590;4636;3541;6580.678364;-1.294880683;0.290454319;-4.45812164;8.27E-06;3.44E-05
gene68;SAOUHSC_00075;ABD29258.1;3919453;conserved hypothetical protein;99;93;18;428;246;216;153.3906709;1.926088675;0.323313841;5.957334427;2.56E-09;1.99E-08
gene680;SAOUHSC_00712;ABD29845.1;3919339;conserved hypothetical protein;3481;5060;1336;725;629;373;2028.013717;-2.910396949;0.396523502;-7.339784241;2.14E-13;3.04E-12
gene681;SAOUHSC_00713;ABD29846.1;3919340;conserved hypothetical protein;9952;10831;1800;2342;1993;1519;4217.769569;-2.068117174;0.214609856;-9.636636525;5.60E-22;1.76E-20
gene682;SAOUHSC_00714;ABD29847.1;3919341;sensor histidine kinase SaeS putative;35605;40434;1772;48341;33882;27433;24229.63598;0.711955442;0.470310886;1.513797497;0.130077208;0.193524329
gene683;SAOUHSC_00715;ABD29848.1;3919342;response regulator putative;27677;31417;1840;30992;22184;17630;17173.02469;0.383501361;0.402726395;0.952262792;0.340963723;0.434502443
gene684;SAOUHSC_00716;ABD29849.1;3919343;conserved hypothetical protein;18488;15633;1004;16119;11306;9211;9345.410642;0.219335504;0.433978244;0.50540668;0.613273228;0.693353534
gene685;SAOUHSC_00717;ABD29850.1;3919344;conserved hypothetical protein;24247;23661;476;24707;16810;13038;12849.98054;0.467678769;0.648572891;0.721088987;0.470854767;0.562558359
gene686;SAOUHSC_00718;ABD29851.1;3919345;conserved hypothetical protein;1414;1499;208;2268;1220;2437;1280.207821;0.893204125;0.340963615;2.619646453;0.008802097;0.018355592
gene687;SAOUHSC_00719;ABD29852.1;3919346;conserved hypothetical protein;3192;4506;1280;8511;6514;7671;4847.494161;0.935660714;0.387842973;2.412473035;0.015844709;0.031053814
gene688;SAOUHSC_00720;ABD29853.1;3919347;6-pyruvoyl tetrahydropterin synthase superfamily putative;1241;1921;139;3109;2586;2851;1621.79745;1.503836396;0.317762496;4.732579885;2.22E-06;1.04E-05
gene689;SAOUHSC_00721;ABD29854.1;3919348;conserved hypothetical protein;1108;1914;145;3398;2620;3283;1716.734618;1.670225907;0.320034474;5.218893723;1.80E-07;1.06E-06
gene69;SAOUHSC_00076;ABD29259.1;3919454;ornithine cyclodeaminase putative;193;162;77;596;332;297;256.0955781;0.924034811;0.483549702;1.910940709;0.056012201;0.094018025
gene690;SAOUHSC_00722;ABD29855.1;3919349;para-aminobenzoate synthase glutamine amidotransferase component II putative;286;259;63;429;320;340;252.2751456;0.62555023;0.29749138;2.102750773;0.035487561;0.063494004
gene691;SAOUHSC_00723;ABD29856.1;3919350;conserved hypothetical protein;748;1001;262;1218;822;940;773.258498;0.214713557;0.3524061;0.609278777;0.542339672;0.62927962
gene692;SAOUHSC_00724;ABD29857.1;3920969;chorismate binding enzyme putative;613;913;97;833;629;699;525.5840535;0.422167269;0.238572411;1.769556115;0.076801115;0.123604618
gene693;SAOUHSC_00725;ABD29858.1;3920970;conserved hypothetical protein;559;560;26;372;301;373;283.3259779;0.096460686;0.472560773;0.204123345;0.838257112;0.877715828
gene694;SAOUHSC_00726;ABD29859.1;3920971;conserved hypothetical protein;2074;2767;248;1863;1378;1574;1344.556072;-0.004671971;0.270720759;-0.017257526;0.98623117;0.989849039
gene695;SAOUHSC_00727;ABD29860.1;3920972;conserved hypothetical protein;3275;3895;805;3302;2485;2814;2498.444065;-0.105311805;0.26432886;-0.398412059;0.69032647;0.756417024
gene696;SAOUHSC_00728;ABD29861.1;3920973;conserved hypothetical protein;75241;61479;6212;251591;170197;213437;107377.8645;2.235500086;0.342984325;6.517790828;7.14E-11;6.92E-10
gene697;SAOUHSC_A00703;ABD32047.1;NA;hypothetical protein;18;25;0;17;11;20;11.26079047;0.349642258;0.73730866;0.474214229;0.635347148;0.711256054
gene698;SAOUHSC_00729;ABD29862.1;3920974;ABC transporter ATP-binding protein;9747;14119;2326;18209;12084;13753;10156.8774;0.593379888;0.237483114;2.498619279;0.012467818;0.025212084
gene699;SAOUHSC_00730;ABD29863.1;3920975;ATP-dependent DNA helicase RecQ;14375;21456;2176;32525;19937;25360;15969.65533;1.05675378;0.254656819;4.149717201;3.33E-05;0.000120314
gene7;SAOUHSC_00008;ABD29199.1;3919181;histidine ammonia-lyase;1354;1972;310;3212;2557;2414;1694.024951;1.043798234;0.217838476;4.79161558;1.65E-06;8.03E-06
gene70;SAOUHSC_00077;ABD29260.1;3919455;conserved hypothetical protein;457;449;96;1283;693;614;511.1197198;1.138304054;0.310989349;3.660267005;0.000251953;0.000764237
gene700;SAOUHSC_00731;ABD29864.1;3920976;ABC transporter domain protein;5274;7333;2797;2000;1873;1137;3897.913298;-2.206481836;0.483999421;-4.55885222;5.14E-06;2.26E-05
gene701;SAOUHSC_00732;ABD29865.1;3920977;amino acid ABC transporter permease protein putative;8782;11500;1614;5490;4095;3303;4982.551542;-0.852610637;0.200139083;-4.260090651;2.04E-05;7.81E-05
gene702;SAOUHSC_00733;ABD29866.1;3920978;histidinol-phosphate aminotransferase;6498;8445;1052;1000;874;699;2628.583847;-2.66538204;0.201425283;-13.23260911;5.69E-40;7.07E-38
gene703;SAOUHSC_00734;ABD29867.1;3920979;conserved hypothetical protein;5851;7101;573;2631;1942;1829;2630.06286;-0.977430078;0.301166778;-3.245477749;0.001172537;0.003084675
gene704;SAOUHSC_00735;ABD29868.1;3920980;conserved hypothetical protein;673;1058;216;339;235;235;436.9042516;-1.526156471;0.314436534;-4.853623243;1.21E-06;6.07E-06
gene705;SAOUHSC_00736;ABD29869.1;3920981;conserved hypothetical protein;19378;18102;3399;9991;10535;6620;10068.08893;-0.727172297;0.280238499;-2.594833683;0.00946367;0.019645373
gene706;SAOUHSC_00737;ABD29870.1;3920982;hypothetical protein;26;39;7;12;11;12;16.41463309;-1.153454241;0.527276263;-2.187570961;0.028700869;0.052666383
gene707;SAOUHSC_00738;ABD29871.1;3920983;conserved hypothetical protein;40654;41817;9070;6915;6500;4241;17296.9157;-2.598385508;0.28972683;-8.96839795;3.01E-19;7.69E-18
gene708;SAOUHSC_00739;ABD29872.1;3920984;conserved hypothetical protein;1543;1968;505;2532;2025;2144;1646.118304;0.410753122;0.335442468;1.224511385;0.220759374;0.302907547
gene709;SAOUHSC_00740;ABD29873.1;3920985;conserved hypothetical protein;2486;3308;184;3477;2710;2868;1992.915961;0.79203709;0.38770519;2.042884929;0.041063831;0.07169792
gene71;SAOUHSC_00078;ABD29261.1;3919456;conserved hypothetical protein;276;254;143;770;417;424;372.2680161;0.54123829;0.535067177;1.011533342;0.311761231;0.405215548
gene710;SAOUHSC_00741;ABD29874.1;3920986;ribonucleoside-diphosphate reductase 2 putative;10515;12972;1787;3933;2846;2629;4966.126938;-1.495056406;0.1770368;-8.444890605;3.04E-17;6.21E-16
gene711;SAOUHSC_00742;ABD29875.1;3920987;ribonucleotide-diphosphate reductase alpha chain putative;92719;110264;12641;37573;25816;23908;41847.94137;-1.310313364;0.215086535;-6.0920288;1.11E-09;8.97E-09
gene712;SAOUHSC_00743;ABD29876.1;3920988;ribonucleotide-disphosphate reductase beta chain putative;51815;59084;5609;18432;12812;11828;21377.14106;-1.378960152;0.270119954;-5.104991815;3.31E-07;1.86E-06
gene713;SAOUHSC_00744;ABD29877.1;3919506;conserved hypothetical protein;74;45;33;322;131;172;119.5312225;1.3415098;0.59129453;2.268767477;0.02328247;0.044083624
gene714;SAOUHSC_00745;ABD29878.1;3919507;conserved hypothetical protein;4;6;4;15;4;11;7.827586566;0.525333948;0.936251465;0.561103473;0.574727001;0.658205557
gene715;SAOUHSC_00746;ABD29879.1;3919508;conserved hypothetical protein;654;742;89;1146;980;792;612.5468426;0.96007209;0.226566053;4.237493111;2.26E-05;8.57E-05
gene716;SAOUHSC_00747;ABD29880.1;3919509;conserved hypothetical protein;392;471;13;827;622;702;399.7592454;1.572583535;0.533245975;2.949077176;0.003187244;0.007466009
gene717;SAOUHSC_00748;ABD29881.1;3919510;conserved hypothetical protein;184;201;17;753;558;545;309.5633828;2.247025996;0.293133137;7.665547547;1.78E-14;2.87E-13
gene718;SAOUHSC_00749;ABD29882.1;3919511;conserved hypothetical protein;594;869;93;1634;1246;1242;788.1595995;1.406553503;0.22278868;6.313397523;2.73E-10;2.40E-09
gene719;SAOUHSC_00751;ABD29883.1;3919512;conserved hypothetical protein;1485;1704;188;1298;1022;968;919.4736282;-0.021825983;0.226726686;-0.096265609;0.923309624;0.945001298
gene72;SAOUHSC_00079;ABD29262.1;3919457;conserved hypothetical protein;498;509;92;1306;739;622;529.7282226;1.108044051;0.286771077;3.863862644;0.000111608;0.00036266
gene720;SAOUHSC_00752;ABD29884.1;3919513;UDP-N-acetylenolpyruvoylglucosamine reductase putative;2427;2378;559;2117;1470;1364;1569.524001;-0.373071198;0.28067155;-1.329209169;0.183778971;0.259258891
gene721;SAOUHSC_00753;ABD29885.1;3919514;conserved hypothetical protein;679;795;34;338;277;238;296.0817911;-0.600332359;0.461929108;-1.299620113;0.193731203;0.271124588
gene722;SAOUHSC_00754;ABD29886.1;3919515;conserved hypothetical protein;1312;1683;100;1877;1134;1391;988.7082953;0.669257295;0.382792362;1.74835593;0.080402414;0.128493578
gene723;SAOUHSC_00755;ABD29887.1;3919516;conserved hypothetical protein;4222;4809;326;9290;8231;6630;4533.861332;1.52236873;0.360014972;4.22862616;2.35E-05;8.85E-05
gene724;SAOUHSC_00756;ABD29888.1;3919517;conserved hypothetical protein;3798;4842;1390;4784;4655;3408;3637.620519;-0.036295371;0.377759757;-0.096080566;0.923456586;0.945001298
gene725;SAOUHSC_00757;ABD29889.1;3919518;peptidase T putative;6892;8189;2109;10172;6920;7073;6348.486307;0.152765026;0.324363571;0.470968504;0.637663227;0.71239142
